time,ax,ay,az,aT
5.5490,0.0064,0.0124,0.5792,0.579
5.5490,0.1284,0.0688,1.0384,1.049
5.5500,0.2579,0.1259,1.4279,1.456
5.5510,0.3352,0.1074,1.6974,1.734
5.5650,0.4315,-0.0042,1.7610,1.813
5.5660,0.4117,-0.1232,1.6200,1.676
5.5660,0.2747,-0.0954,1.3572,1.388
5.5670,0.2092,-0.0605,1.0349,1.058
5.5670,0.1217,-0.1183,0.7202,0.740
5.5740,-0.0417,-0.2800,0.5662,0.633
5.5780,-0.1823,-0.4901,0.5953,0.792
5.5830,-0.2273,-0.6420,0.6663,0.953
5.5870,-0.2508,-0.7267,0.8770,1.166
5.5930,-0.0951,-0.5392,1.0564,1.190
5.5980,0.3282,-0.1904,0.9844,1.055
5.6030,0.2470,-0.1309,1.1588,1.192
5.6080,0.3224,-0.2231,1.2923,1.350
5.6130,0.3211,-0.4200,1.3705,1.469
5.6180,0.1607,-0.5546,1.3899,1.505
5.6230,0.0153,-0.6490,1.4089,1.551
5.6280,0.0055,-0.7177,1.3677,1.545
5.6330,0.0497,-0.6797,1.3930,1.551
5.6390,0.0628,-0.5839,1.5064,1.617
5.6510,0.2986,-0.4366,1.6288,1.713
5.6530,0.5792,-0.1874,1.5585,1.673
5.6540,0.7598,-0.0259,1.2707,1.481
5.6960,0.7924,0.1110,1.0025,1.283
5.6980,0.7556,0.1329,0.6392,0.999
5.6980,0.5301,0.0878,0.4704,0.714
5.6990,0.3244,0.0539,0.2877,0.437
5.6990,0.1064,0.0472,0.2669,0.291
5.7000,-0.1313,0.0465,0.3097,0.340
5.7000,-0.2870,0.0651,0.3718,0.474
5.7000,-0.4259,0.1003,0.6277,0.765
5.7010,-0.4318,0.0909,0.7066,0.833
5.7040,-0.4054,0.1094,0.9064,0.999
5.7110,-0.3701,0.0919,1.0116,1.081
5.7140,-0.3356,0.0368,0.9949,1.051
5.7200,-0.4922,-0.0045,1.0368,1.148
5.7250,-0.6280,0.0023,0.9436,1.133
5.7300,-0.6490,-0.0075,0.8528,1.072
5.7350,-0.4984,-0.0013,0.8100,0.951
5.7400,-0.4584,-0.0151,0.6906,0.829
5.7450,-0.5719,-0.0918,0.5928,0.829
5.7500,-0.6344,-0.1974,0.5239,0.846
5.7540,-0.7416,-0.2122,0.6450,1.006
5.7610,-0.9880,-0.1209,0.7086,1.222
5.7640,-1.0390,0.1093,0.7135,1.265
5.7700,-0.7715,0.1671,0.6849,1.045
5.7750,-0.6428,0.0524,0.7567,0.994
5.7810,-0.6078,-0.0360,0.8152,1.017
5.7870,-0.5714,-0.0729,0.8783,1.050
5.7910,-0.5703,0.0000,0.8816,1.050
5.7990,-0.5013,0.1038,0.8872,1.024
5.8010,-0.4002,0.1620,0.8666,0.968
5.8060,-0.3332,0.2419,0.7814,0.883
5.8210,-0.3133,0.2779,0.7969,0.900
5.8230,-0.2928,0.1908,0.8147,0.887
5.8250,-0.3551,-0.0279,0.8457,0.918
5.8640,-0.5503,-0.2449,0.9184,1.098
5.8660,-0.6434,-0.3337,0.9597,1.203
5.8670,-0.6180,-0.3931,1.0703,1.297
5.8670,-0.4517,-0.3492,1.1675,1.300
5.8680,-0.0902,-0.2831,1.1556,1.193
5.8690,0.2143,-0.2649,1.0744,1.127
5.8690,0.5374,-0.3644,0.9371,1.140
5.8700,0.9250,-0.6297,0.6804,1.310
5.8710,1.1183,-0.8563,0.4636,1.483
5.8710,0.8870,-0.2439,0.4409,1.020
5.8790,0.6609,0.1918,0.2689,0.739
5.8810,0.5269,0.4159,0.0637,0.674
5.8870,0.3369,0.5653,-0.1255,0.670
5.8910,0.2490,0.4356,-0.3048,0.587
5.8970,0.2547,0.1746,-0.3665,0.479
5.9020,0.3168,0.1116,-0.4220,0.539
5.9070,0.5438,0.1897,-0.4748,0.746
5.9120,0.6562,0.2291,-0.0359,0.696
5.9160,0.5338,0.1015,0.4781,0.724
5.9220,0.3629,-0.0041,0.8422,0.917
5.9390,0.2522,-0.0737,1.2216,1.250
5.9410,0.1494,-0.0645,1.4943,1.503
5.9420,0.1358,-0.0514,1.5599,1.567
5.9870,0.2277,0.0492,1.5156,1.533
5.9890,0.3450,0.0481,1.3853,1.428
5.9900,0.6734,-0.0455,1.5219,1.665
5.9900,1.0252,-0.1065,1.7804,2.057
5.9910,1.1891,-0.0355,1.8532,2.202
5.9920,1.4026,-0.0365,1.7956,2.279
5.9930,1.6826,-0.1656,2.0525,2.659
5.9940,1.7299,-0.2472,2.5290,3.074
5.9950,1.5001,-0.2453,3.0419,3.401
5.9960,0.9744,-0.0813,3.2324,3.377
5.9980,0.3812,0.1131,3.4499,3.473
5.9980,-0.2836,0.2504,4.1419,4.159
6.0030,-0.7049,0.3078,5.2073,5.264
6.0080,-0.9892,0.3638,6.2080,6.297
6.0130,-1.0627,0.2236,7.5733,7.651
6.0180,-0.9153,0.1140,8.9775,9.025
6.0230,-0.5362,0.1331,10.2456,10.260
6.0280,0.8884,0.0650,11.3535,11.388
6.0320,2.8962,-0.0195,12.2580,12.595
6.0380,5.1929,-0.3417,12.1375,13.206
6.0430,7.3766,-0.6814,11.6685,13.821
6.0480,9.0012,-0.6768,11.1291,14.330
6.0580,9.5610,-0.2451,10.2162,13.994
6.0590,9.1258,-0.0990,9.2526,12.996
6.0700,7.9124,-0.4028,8.2742,11.456
6.0720,6.4653,-1.0159,7.6562,10.072
6.0780,5.1176,-1.4867,7.6787,9.347
6.0790,3.5997,-1.7181,7.8954,8.846
6.1020,1.8246,-1.9059,8.5991,8.995
6.1040,0.1607,-2.1541,9.3099,9.557
6.1040,-0.4934,-1.5891,9.5474,9.691
6.1050,-2.3876,-3.2680,9.4034,10.237
6.1060,-3.9830,-4.3088,8.9330,10.688
6.1090,-4.5388,-3.8252,7.4234,9.505
6.1140,-5.0418,-3.4054,5.7784,8.391
6.1190,-5.3091,-3.5321,4.1144,7.589
6.1240,-5.3650,-4.2407,2.3813,7.241
6.1300,-5.2199,-4.7958,0.5846,7.113
6.1340,-4.9920,-4.8655,-1.1927,7.072
6.1380,-4.5481,-4.7469,-2.8620,7.170
6.1450,-3.8428,-4.6733,-4.2826,7.413
6.1490,-2.7719,-4.5016,-5.5291,7.650
6.1540,-1.1524,-4.2338,-6.8778,8.158
6.1590,0.5360,-3.9356,-8.5721,9.448
6.1690,1.7262,-3.6614,-10.6890,11.430
6.1720,2.2005,-3.4874,-12.7221,13.374
6.1740,2.1187,-3.4034,-14.3654,14.914
6.2000,1.8044,-3.1796,-15.5030,15.928
6.2010,1.4088,-2.6346,-16.2948,16.566
6.2020,1.0356,-2.3272,-16.4636,16.659
6.2030,0.6890,-2.6983,-16.2074,16.445
6.2040,0.3142,-3.2955,-15.6370,15.984
6.2050,-0.1722,-3.5531,-15.1406,15.553
6.2100,-0.5277,-3.5969,-15.1205,15.551
6.2160,-0.8831,-3.6720,-15.5758,16.027
6.2200,-1.3058,-3.9688,-16.4013,16.925
6.2250,-1.8076,-4.4639,-17.6558,18.301
6.2310,-2.1071,-5.1157,-19.4473,20.219
6.2350,-2.4133,-5.5942,-21.7996,22.635
6.2400,-3.2223,-6.3154,-24.0634,25.086
6.2480,-4.2783,-7.0120,-26.4717,27.717
6.2500,-5.1300,-7.5244,-29.2840,30.667
6.2560,-5.9853,-8.3507,-31.9264,33.539
6.2640,-6.9869,-9.7006,-34.6431,36.648
6.2660,-8.0492,-11.5428,-37.4234,39.982
6.2710,-8.7623,-13.7339,-40.3273,43.494
6.2760,-8.7289,-16.4365,-42.9554,46.814
6.2810,-8.1298,-19.8287,-45.0294,49.869
6.2860,-6.4839,-24.3007,-46.1089,52.522
6.2910,-4.7818,-28.5592,-45.6104,54.026
6.2980,-3.0785,-31.6063,-41.6321,52.361
6.3010,-0.3406,-34.0915,-34.2421,48.320
6.3070,3.5877,-36.5892,-24.7730,44.332
6.3200,7.6641,-38.8426,-13.0698,41.693
6.3230,33.7389,1.9739,25.4585,42.312
6.3260,33.7537,5.7697,30.8498,46.090
6.3280,9.5478,-3.8814,16.3471,19.325
6.3520,0.5069,-5.7228,-25.8134,26.445
6.3540,0.7740,-6.8066,-44.1343,44.663
6.3570,1.2611,-3.4560,-46.0890,46.236
6.3580,-1.0259,0.5977,-40.0849,40.102
6.3590,-2.8845,0.1102,-23.6709,23.846
6.3610,-4.5765,-1.5073,-2.2326,5.310
6.3630,-5.4911,-2.1221,14.8768,15.999
6.3680,-5.7100,-1.8848,19.8277,20.719
6.3710,-5.3096,-1.0932,14.7508,15.715
6.3770,-3.9948,-0.2286,8.1613,9.089
6.3820,-1.5838,0.5924,3.4574,3.849
6.3870,1.6593,1.2295,0.8165,2.221
6.3920,4.3186,1.6831,0.0713,4.635
6.3970,5.5958,2.0767,1.1358,6.076
6.4020,5.8409,2.4128,2.9708,6.983
6.4070,4.7885,2.2118,4.2655,6.784
6.4140,3.0849,1.6875,4.0311,5.349
6.4170,1.8780,1.5004,2.4293,3.418
6.4220,1.1207,1.5092,0.9792,2.120
6.4310,0.2304,1.3249,0.5461,1.451
6.4330,-0.7706,0.9683,0.8979,1.529
6.4380,-1.5650,0.5115,1.5397,2.254
6.4420,-2.0560,0.1306,2.0742,2.923
6.4570,-2.3800,-0.0880,2.4485,3.416
6.4600,-2.3577,-0.0719,2.2446,3.256
6.4620,-2.3041,-0.0729,1.7190,2.876
6.4950,-2.2646,-0.1153,0.9750,2.468
6.4970,-1.6040,-0.0662,0.2366,1.623
6.4970,-0.0047,0.2809,-0.2247,0.360
6.4980,0.5331,0.3341,-0.2348,0.672
6.4980,0.4836,0.3037,0.1939,0.603
6.4980,0.5132,0.2618,0.8349,1.014
6.4990,0.6205,0.2424,1.4669,1.611
6.5000,0.6216,0.3744,1.8771,2.012
6.5030,0.2955,0.4642,2.0420,2.115
6.5070,-0.1841,0.4897,2.1066,2.171
6.5130,-0.5201,0.4563,2.2215,2.327
6.5180,-0.6600,0.4306,2.2312,2.366
6.5230,-0.6171,0.3654,2.2445,2.356
6.5310,-0.5117,0.3375,2.1587,2.244
6.5340,-0.4089,0.3824,1.9955,2.072
6.5390,-0.3828,0.2855,1.9353,1.993
6.5430,-0.2590,0.2560,1.7330,1.771
6.5490,-0.1751,0.3168,1.5214,1.564
6.5530,-0.1142,0.3163,1.2439,1.289
6.5600,-0.1000,0.2675,0.9283,0.971
6.5740,-0.0986,0.1532,0.7441,0.766
6.5760,-0.0619,0.1549,0.6205,0.643
6.5770,0.0060,0.2422,0.5850,0.633
6.6240,0.1316,0.1968,0.7558,0.792
6.6250,0.2023,0.1591,1.0073,1.040
6.6250,0.2827,0.1732,1.2140,1.258
6.6260,0.3196,0.1268,1.3414,1.385
6.6260,0.3423,0.0797,1.4375,1.480
6.6270,0.2723,0.1052,1.3983,1.428
6.6280,0.0089,0.0888,1.5385,1.541
6.6290,-0.2884,0.1144,1.6249,1.654
6.6300,-0.3148,0.0678,1.6181,1.650
6.6310,-0.3299,-0.0793,1.6747,1.709
6.6310,-0.2454,-0.2526,1.7014,1.737
6.6360,-0.1571,-0.2848,1.6899,1.721
6.6400,-0.0878,-0.3559,1.8256,1.862
6.6470,-0.1662,-0.5236,1.7866,1.869
6.6490,-0.2180,-0.6027,1.7551,1.868
6.6540,-0.2216,-0.6332,1.6771,1.806
6.6590,-0.0821,-0.6451,1.6650,1.787
6.6650,0.1297,-0.6377,1.6948,1.815
6.6690,0.3288,-0.5399,1.6709,1.786
6.6760,0.3621,-0.4475,1.6768,1.773
6.6810,0.2437,-0.3567,1.6397,1.696
6.6850,0.1146,-0.2820,1.6874,1.715
6.6900,0.0536,-0.3010,1.7565,1.783
6.6970,0.0945,-0.3625,1.6999,1.741
6.7000,0.1696,-0.3962,1.6410,1.697
6.7050,0.2038,-0.3812,1.4914,1.553
6.7100,0.1289,-0.3065,1.3970,1.436
6.7160,-0.0063,-0.3356,1.3625,1.403
6.7210,-0.0142,-0.3440,1.4058,1.447
6.7270,0.0298,-0.1809,1.4695,1.481
6.7430,-0.0323,-0.1261,1.4996,1.505
6.7460,0.0147,-0.1162,1.5189,1.523
6.7470,0.0885,-0.0386,1.5751,1.578
6.7940,0.1102,0.0390,1.6816,1.686
6.7960,0.0648,0.0391,1.7055,1.707
6.7970,0.1152,0.0149,1.6112,1.615
6.7970,0.0921,-0.0342,1.5079,1.511
6.7980,0.0332,0.0192,1.4266,1.427
6.7980,0.0190,0.0174,1.3838,1.384
6.7990,-0.0295,0.0020,1.3136,1.314
6.7990,-0.0820,0.0349,1.2986,1.302
6.8000,-0.1022,0.0499,1.2799,1.285
6.8000,-0.1765,0.0454,1.1762,1.190
6.8010,-0.2264,0.0320,1.0987,1.122
6.8010,-0.3119,-0.0932,1.0486,1.098
6.8060,-0.3192,-0.1006,1.0594,1.111
6.8110,-0.2364,-0.0549,1.1608,1.186
6.8170,-0.1684,-0.0665,1.2715,1.284
6.8220,-0.1683,-0.0288,1.4346,1.445
6.8260,-0.1657,0.0328,1.5676,1.577
6.8320,-0.1518,0.0453,1.6826,1.690
6.8360,-0.1048,0.0790,1.7413,1.746
6.8410,-0.0474,0.1062,1.7306,1.735
6.8520,-0.0287,0.0837,1.6890,1.691
6.8530,-0.0605,0.1076,1.6105,1.615
6.8580,-0.0893,0.0547,1.5034,1.507
6.8620,-0.0761,0.0183,1.3498,1.352
6.8670,-0.0900,0.0301,1.2238,1.227
6.8720,-0.0969,0.0078,1.1672,1.171
6.8770,-0.0958,0.0403,1.1596,1.164
6.8980,-0.1128,0.0523,1.2080,1.214
6.8990,-0.1060,0.0260,1.2766,1.281
6.9000,-0.0812,0.0153,1.3690,1.372
6.9000,-0.0643,0.0067,1.3811,1.383
6.9020,-0.1020,0.0307,1.4147,1.419
6.9070,-0.1500,0.0275,1.3453,1.354
6.9150,-0.1669,-0.0198,1.2939,1.305
6.9180,-0.1774,-0.0663,1.2424,1.257
6.9220,-0.1716,-0.0568,1.3175,1.330
6.9270,-0.1723,0.0148,1.4341,1.444
6.9330,-0.1946,-0.0707,1.4631,1.478
6.9380,-0.1920,-0.0774,1.5375,1.551
6.9430,-0.1979,-0.0947,1.6068,1.622
6.9480,-0.2743,-0.1205,1.6174,1.645
6.9530,-0.2937,-0.0367,1.6027,1.630
6.9580,-0.2573,0.1221,1.6238,1.649
6.9730,-0.1556,0.1476,1.7178,1.731
6.9740,-0.1605,0.0710,1.8284,1.837
6.9760,-0.2660,-0.0644,1.9520,1.971
7.0090,-0.2744,-0.2510,2.2525,2.283
7.0110,-0.3602,-0.1600,2.6903,2.719
7.0120,-0.4968,-0.0205,3.1122,3.152
7.0130,-0.5834,-0.0163,3.6760,3.722
7.0140,-0.4872,-0.0810,4.2930,4.321
7.0150,-0.3881,-0.1659,4.7516,4.770
7.0160,-0.1668,-0.0338,6.3899,6.392
